,Player,Weekly Salary
840,Robert Bauer,11309.0
839,Rani Khedira,11309.0
838,Maximilian Eggestein,11309.0
837,Janik Haberer,11309.0
1423,Marko Jankovic,11201.0
2279,Fouad Chafik,11048.0
2280,Yunis Abdelhamid,11005.0
1921,Carlos Akapo,11005.0
1424,Merih Demiral,10983.0
1922,Mathieu Flamini,10961.0
2281,Jules Koundé,10940.0
842,Diego Contento,10874.0
848,Marco Richter,10874.0
2282,Abdoulaye Bamba,10874.0
843,Edgar Salli,10874.0
844,Ewerton,10874.0
845,Javairô Dilrosun,10874.0
846,Johannes Eggestein,10874.0
847,Kenan Karaman,10874.0
2283,Maxime Dupé,10874.0
854,Kevin Stöger,10831.0
853,Jean Zimmer,10831.0
852,Gerrit Holtmann,10831.0
851,Georg Teigl,10831.0
857,Tim Leibold,10831.0
1923,Toño,10831.0
850,Fredrik Jensen,10831.0
849,Evan N'Dicka,10831.0
856,Niko Gießelmann,10831.0
2284,Lenny Pintor,10831.0
2285,Mathieu Gorgelin,10831.0
855,Michael Rensing,10831.0
2286,Igor Lewczuk,10809.0
2287,Moussa Diaby,10787.0
2288,Sory Kaba,10766.0
1924,Álvaro Medrán,10722.0
1925,Chema,10635.0
2289,Malik Tchokounté,10592.0
469,Domingos Quina,10555.0
470,Floyd Ayité,10555.0
471,Ryan Sessegnon,10555.0
1425,Kevin Diks,10548.0
2290,Thomas Fontaine,10505.0
1426,Pa Konate,10439.0
2295,Franck Tabanou,10396.0
2296,Fábio,10396.0
2305,Moussa Konaté,10396.0
2306,Mustapha Diallo,10396.0
2307,Pierre Lees Melou,10396.0
2308,Vincent Manceau,10396.0
2302,Keagan Dolly,10396.0
2301,Junior Sambia,10396.0
2300,Jeff Reine-Adélaïde,10396.0
2299,Ismaël Traoré,10396.0
2298,Ismaël Diomandé,10396.0
2297,Ghislain Konan,10396.0
2304,Mehdi Abeid,10396.0
2303,Ludovic Blas,10396.0
2294,Christophe Kerbrat,10396.0
2293,Benjamin Jeannot,10396.0
2292,Angelo Fulgini,10396.0
2291,Abdoulaye Touré,10396.0
2309,Wesley Lautoa,10396.0
2310,Yannis Salibur,10396.0
858,Manuel Gulde,10396.0
1926,Mariano Barbosa,10352.0
2311,Zaydou Youssouf,10331.0
2314,Emmanuel Imorou,10287.0
2315,Malang Sarr,10287.0
2316,Mouhamadou Dabo,10287.0
2312,Adrien Thomasson,10287.0
2313,Alexis Blin,10287.0
1927,Santi Comesaña,10178.0
859,Lucas Höler,10178.0
2317,Ibrahim Sangaré,10135.0
1427,Abdou Diakhate,10113.0
1428,Kiril Despodov,10113.0
2318,Willem Geubbels,10091.0
1434,Hidde ter Avest,10070.0
1433,Gianluca Mancini,10070.0
1429,Alfred Gomis,10070.0
1431,Antonio Rosati,10070.0
1432,Frédéric Veseli,10070.0
1449,Vid Belec,10070.0
1448,Raffaele Maiello,10070.0
1446,Nícolas,10070.0
1435,Ivan Provedel,10070.0
1445,Nicola Dalmonte,10070.0
1444,Musa Juwara,10070.0
1443,Musa Barrow,10070.0
1442,Mohamed Fares,10070.0
1441,Mirko Gori,10070.0
1440,Mattia Bani,10070.0
1439,Luca Paganini,10070.0
1438,Lorenzo Dickmann,10070.0
1437,Joachim Andersen,10070.0
1436,Jacob Rasmussen,10070.0
1430,Antonin Barak,10070.0
1447,Paolo Sammarco,10070.0
1928,Moisés Delgado,10070.0
860,Emile Smith Rowe,10070.0
1929,Asier Riesgo,10004.0
472,Anders Lindegaard,9895.0
473,Ethan Ampadu,9895.0
474,Hamza Choudhury,9895.0
1931,Tito,9852.0
1930,Joaquín Fernández,9852.0
861,Joelinton,9787.0
1932,Sergio Postigo,9743.0
862,Emir Kujovic,9743.0
1933,Leandro Chichizola,9722.0
2320,Jonathan Gradit,9722.0
2319,Jessy Moulin,9722.0
2321,Anthony Gonçalves,9700.0
1450,Massimo Gobbi,9656.0
882,Sebastian Kerk,9613.0
881,Ridle Baku,9613.0
2322,Yannick Cahuzac,9613.0
884,Thorsten Kirschbaum,9613.0
863,Brandon Borrello,9613.0
864,Christoph Janker,9613.0
865,Felix Beijmo,9613.0
866,Florian Neuhaus,9613.0
867,Georg Margreitter,9613.0
868,Ismail Azzaoui,9613.0
880,Raphael Wolf,9613.0
879,Patrick Erras,9613.0
878,Ondrej Petrak,9613.0
877,Noah Sarenren Bazee,9613.0
876,Mikael Ishak,9613.0
875,Maximilian Mittelstädt,9613.0
874,Matthias Zimmermann,9613.0
873,Marc Stendera,9613.0
872,Karim Onisiwo,9613.0
871,Jan Zimmermann,9613.0
883,Stefanos Kapino,9613.0
869,Issah Abass,9613.0
870,Jacob Bruun Larsen,9613.0
2323,Moussa Sylla,9439.0
1934,Daniele Bonera,9374.0
1935,Javi Guerra,9352.0
2324,Mathías Suárez,9287.0
1936,Javi Galán,9287.0
1452,Riccardo Gagliolo,9265.0
1451,Leo Stulac,9265.0
1937,Moi Gómez,9243.0
475,Konstantinos Mavropanos,9235.0
2326,Samuel Moutoussamy,9200.0
2325,Quentin Cornette,9200.0
2328,Pierre-Yves Polomat,9178.0
2327,Amine Gouiri,9178.0
885,Florent Muslija,9135.0
2330,Cédric Yambéré,9113.0
2334,Loïck Landre,9113.0
2337,Petar Skuletic,9113.0
2336,Pablo Martinez,9113.0
2331,Damien Le Tallec,9113.0
2335,Maxime Poundjé,9113.0
2329,Casimir Ninga,9113.0
2332,Ellyes Skhiri,9113.0
2333,Kenny Lala,9113.0
1938,Alejandro Catena,9091.0
2338,Edouard Mendy,8982.0
1453,Dimitri Oberlin,8917.0
2339,Eiji Kawashima,8895.0
1455,Vittorio Parigini,8852.0
1454,Marcello Gazzola,8852.0
1939,Daniele Verde,8852.0
2341,Nicolas Cozza,8830.0
2340,Johann Carrasso,8830.0
1940,Àlex Moreno,8700.0
1941,Jason,8678.0
1942,Markel Bergara,8678.0
1945,Rubén Pardo,8678.0
1944,Rober Pier,8678.0
1943,Pedro López,8678.0
886,Andre Hoffmann,8678.0
887,Luka Jovic,8656.0
2342,Nolan Mbemba,8613.0
2343,Josh Maja,8591.0
2344,Yoann Andreu,8591.0
2345,Mickaël Le Bihan,8482.0
1946,Darko Brasanac,8482.0
2346,Jordan Lefort,8460.0
2347,Hassane Kamara,8439.0
2348,Denis Petric,8417.0
888,Jaroslav Drobny,8330.0
2349,Abdallah Ndour,8308.0
2350,Jean-Victor Makengo,8243.0
2351,Souleyman Doumbia,8221.0
1947,Miguelón,8221.0
1948,Christian Rivera,8112.0
1464,Federico Dimarco,8047.0
1466,Nicholas Opoku,8047.0
1467,Rok Vodisek,8047.0
1463,Dusan Vlahovic,8047.0
1459,András Schäfer,8047.0
1462,Cristian Romero,8047.0
1461,Bartlomiej Dragowski,8047.0
1460,Arturo Calabresi,8047.0
1458,Andrea Seculin,8047.0
1457,Andrea Beghetto,8047.0
1456,Alessandro Plizzari,8047.0
1949,Leandro Cabrera,8047.0
1469,Tommaso Berni,8047.0
1468,Svante Ingelsson,8047.0
1465,Jherson Vergara,8047.0
2352,Olivier Kemen,8047.0
2353,Rafael Leão,7982.0
1950,Luca Sangalli,7982.0
2354,Paul Bernardoni,7938.0
2355,Vukasin Jovanovic,7917.0
889,Lukas Jäger,7917.0
2360,Stiven Mendoza,7895.0
2356,Gerzino Nyamsi,7895.0
2357,Kayembe,7895.0
2358,Lebogang Phiri,7895.0
2359,Pedro Rebocho,7895.0
1470,Petar Micin,7895.0
2361,Yeni N'Gbakoto,7895.0
890,Ozan Kabak,7895.0
2362,Namakoro Diallo,7873.0
1951,Andoni Gorosabel,7830.0
2372,Rémi Walter,7808.0
2363,Alexander Djiku,7808.0
2364,Baissama Sankoh,7808.0
2365,Brice Samba,7808.0
2366,Florent Mollet,7808.0
2367,Frédéric Guilbert,7808.0
2368,Jan Repas,7808.0
2369,Julio Tavarès,7808.0
2373,Rúnar Alex Rúnarsson,7808.0
2370,Nayef Aguerd,7808.0
2371,Ruben Aguilar,7808.0
2374,Wesley Saïd,7808.0
2375,Yacine Bammou,7808.0
2376,Youssef Aït Bennasser,7808.0
891,Andreas Luthe,7808.0
892,Enrico Valentini,7808.0
893,Matheus Pereira,7786.0
1952,Rodrigo Tarín,7721.0
2378,Karl-Johan Johnsson,7721.0
2379,Lucas Lima,7721.0
2377,Jérôme Prior,7721.0
2380,Stanley N'Soki,7699.0
1471,Pierluigi Frattali,7656.0
894,Adam Bodzek,7590.0
895,Mark Flekken,7590.0
896,Oliver Fink,7590.0
2381,Marc-Aurèle Caillard,7569.0
2382,Denis Bouanga,7547.0
2384,Sofiane Diop,7525.0
2383,Matthieu Dreyer,7525.0
1953,Stiven Plaza,7503.0
1472,Gianluca Scamacca,7503.0
2385,Arnaud Nordin,7416.0
1954,Adrián Embarba,7416.0
1955,Juan Aguilera,7416.0
2386,Régis Gurtner,7351.0
2387,Rémi Oudin,7329.0
2388,Gabriel Magalhães,7308.0
1956,Maximilian Wöber,7308.0
2389,Rachid Alioui,7286.0
1474,Simone Iacoponi,7242.0
1473,Mattia Sprocati,7242.0
2390,Ibrahim Cissé,7221.0
2391,Aly Ndom,7177.0
2392,Arnold Bouka Moutou,7155.0
897,Steven Skrzybski,7134.0
1957,Pedro Bigas,7068.0
2394,Elhadji Pape Diaw,7068.0
2393,Abdoulaye Diallo,7068.0
1958,Vasyl Kravets,6960.0
2396,Maxence Caqueret,6938.0
2395,Jessy Deminguet,6938.0
2397,Patrick Burner,6894.0
1475,Pietro Terracciano,6851.0
1959,Borja Fernández,6851.0
900,Uffe Bech,6786.0
899,Tim Kleindienst,6786.0
898,Adam Zrelak,6786.0
2398,Marc Vidal,6720.0
2399,Zacharie Boucher,6677.0
1961,Álex López,6655.0
1960,Andrés Prieto,6655.0
2400,Theo Valls,6633.0
476,Adam Legzdins,6597.0
1962,Diego Lainez,6590.0
2401,Mouez Hassen,6590.0
2402,Adam Jakubech,6568.0
2403,Adama Mbengue,6568.0
2404,Hervé Koffi,6568.0
2405,Toma Basic,6525.0
903,Keanan Bennetts,6525.0
904,Marco Friedl,6525.0
905,Oliver Baumann,6525.0
1476,José Machín,6525.0
902,Florian Müller,6525.0
901,Claudio Pizarro,6525.0
2406,Aurélien Tchouaméni,6503.0
2413,Umut Bozok,6503.0
2412,Téji Savanier,6503.0
2411,Prince Gouano,6503.0
2410,Nuno Da Costa,6503.0
2408,Boubacar Kamara,6503.0
2407,Bongani Zungu,6503.0
2409,Christophe Hérelle,6503.0
1963,Lucas Olaza,6459.0
1477,Marco Varnier,6438.0
1478,Matteo Pessina,6438.0
1479,Luca Valzania,6416.0
2414,Frédéric Sammaritano,6416.0
2415,Jordan Ikoko,6416.0
2416,Marcus Coco,6416.0
2417,Seydou Sy,6372.0
1964,Antonio Sivera,6351.0
2418,Anthony Walongwa,6329.0
1480,Assane Dioussé,6307.0
1965,Aleix García,6307.0
1481,Ben Wilmot,6307.0
2419,Loïc Badiashile,6285.0
1966,Alberto García,6242.0
2420,Mehdi Merghem,6177.0
1482,Alessandro Iacobucci,6046.0
1488,Simone Aresti,6046.0
1483,Francisco Sierralta,6046.0
1484,Matteo Brighi,6046.0
1486,Pawel Jaroszynski,6046.0
1487,Raffaele Di Gennaro,6046.0
2421,Nicolas Janvier,6046.0
1485,Paolo Ghiglione,6046.0
2422,Pierrick Valdivia,5981.0
1967,Enric Gallego,5916.0
2423,Kelvin Amian,5916.0
2425,Tristan Dingomé,5850.0
2424,Moussa Doumbia,5850.0
1968,Aleksandar Jovanovic,5763.0
2426,Yusuf Sari,5763.0
2427,Julien Serrano,5742.0
906,Lucas Ribeiro,5742.0
2428,Anthony Briancon,5720.0
2429,Florian Miguel,5720.0
1969,Martín Merquelanz,5720.0
2430,Wilfried Kanga,5676.0
908,Robin Zentner,5655.0
2431,Kévin Zohi,5655.0
907,Lukas Kübler,5655.0
2432,Anthony Caci,5611.0
1971,Mathías Olivera,5568.0
1970,Javi Puado,5568.0
2433,Renaud Ripart,5502.0
2434,Fodé Ballo-Touré,5437.0
2435,Yacine Adli,5437.0
909,Christian Früchtl,5415.0
910,Josh Sargent,5415.0
1972,Roberto Santamaría,5350.0
477,Connor Randall,5277.0
2436,Bingourou Kamara,5198.0
2437,Ibrahima Sissoko,5198.0
2438,Mathieu Bodmer,5198.0
2439,Paul Reulet,5198.0
2440,Thomas Monconduit,5198.0
1973,Alfa Semedo,5111.0
1489,Jandrei,5111.0
2441,Martin Sourzac,5111.0
911,Alexander Nübel,5089.0
929,Timo Hübers,5089.0
912,Andreas Poulsen,5089.0
1974,Jorge Pulido,5089.0
913,Aymen Barkok,5089.0
928,Sergio Córdova,5089.0
927,Robin Hack,5089.0
926,Raphael Framberger,5089.0
925,Patric Klandt,5089.0
924,Mamadou Doucouré,5089.0
923,Kevin Danso,5089.0
922,Julio Villalba,5089.0
921,Jordan Beyer,5089.0
920,Jens Grahl,5089.0
919,Jan-Niklas Beste,5089.0
918,Gian-Luca Itter,5089.0
917,Florian Kath,5089.0
916,Felix Götze,5089.0
915,Davor Lovren,5089.0
914,Dan-Axel Zagadou,5089.0
930,Torben Müsel,5089.0
1490,Salih Ucan,5024.0
1975,Anuar,5002.0
2443,Romain Faivre,4980.0
2442,Axel Disasi,4980.0
2444,Gautier Lloris,4785.0
2445,Gaëtan Poussin,4785.0
2446,Sofiane Alakouch,4741.0
1976,Ezequiel Ávila,4719.0
2447,Kouadio-Yves Dabila,4698.0
2448,Erwin Zelazny,4676.0
2449,Sergi Palencia,4567.0
1977,Wilfrid Kaptoum,4546.0
932,Kilian Jakob,4524.0
931,Federico Palacios,4524.0
933,Törles Knöll,4524.0
1978,Marc Cucurella,4502.0
2450,Enock Kwateng,4437.0
2451,Saîf-Eddine Khaoui,4437.0
2452,Féthi Harek,4415.0
2453,Panagiotis Vlachodimos,4415.0
935,Timothy Tillman,4350.0
934,Simon Asta,4350.0
936,Julius Kade,4328.0
2454,Mathieu Cafaro,4328.0
1980,Gorka Guruzeta,4263.0
1979,Emerson de Souza Junior,4263.0
1981,Stole Dimitrievski,4176.0
2455,Moreto Cassamá,4176.0
1497,Juan Manuel Valencia,4024.0
1496,Giacomo Poluzzi,4024.0
1495,Francesco Rossi,4024.0
1494,Fabio Depaoli,4024.0
1493,Bram Nuytinck,4024.0
1491,Andrea Fulignati,4024.0
1499,Martin Graiciar,4024.0
1500,Sofian Kiyine,4024.0
1498,Lorenco Simic,4024.0
1492,Antonio Santurro,4024.0
484,Rhys Healey,3958.0
937,Hendrik Weydandt,3958.0
478,Declan Rice,3958.0
479,Freddie Woodman,3958.0
480,Jack Simpson,3958.0
2456,Khaled Adénon,3958.0
481,Joel Coleman,3958.0
482,Marcelo Djaló,3958.0
483,Pontus Dahlberg,3958.0
485,Will Norris,3958.0
2457,Florian Escales,3915.0
938,Rabbi Matondo,3915.0
2458,Oualid El Hajjam,3893.0
2459,Sada Thioub,3893.0
2460,Dimitry Bertaud,3850.0
1982,Rubén Yáñez,3828.0
2462,Farid El Melali,3828.0
2461,Anthony Racioppi,3828.0
2463,Ignatius Ganago,3784.0
1983,Marc Cardona,3741.0
2464,Enzo Loiodice,3741.0
2465,Jonathan Ligali,3676.0
1984,Juan Soriano,3610.0
1501,Alessandro Deiola,3589.0
2466,Yoël Armougom,3545.0
1985,Peru Nolaskoain,3545.0
2467,Sacha Marasovic,3480.0
1502,Christian Oliva,3480.0
2468,Bryan Passi,3415.0
939,Gregor Kobel,3393.0
2469,Mauro Goicoechea,3393.0
940,Luca Plogmann,3393.0
2470,Bobby Allain,3306.0
486,Callum Hudson-Odoi,3298.0
2471,Colin Dagba,3262.0
1986,Anaitz Arbilla,3241.0
2472,Eddy Gnahoré,3241.0
941,Elvis Rexhbecaj,3241.0
1987,Javi Moyano,3241.0
942,Florian Baak,3241.0
943,Jordan Torunarigha,3241.0
944,Kevin Goden,3241.0
945,Palko Dárdai,3241.0
946,Robin Bormuth,3241.0
1506,Mauro Burruchaga,3219.0
1504,Jens Odgaard,3219.0
1505,Leonardo Sernicola,3219.0
1503,Erick Ferigra,3219.0
2473,Thomas Basila,3154.0
2474,Florian Chabrolle,3132.0
2475,Baptiste Valette,3110.0
2476,Lucas Perrin,3023.0
1988,Álex Blanco,2980.0
1507,Nicolás Schiappacasse,2936.0
2477,Cheick Timite,2893.0
2478,Gaëtan Paquiez,2849.0
949,Samuel Sahin-Radlinger,2827.0
950,Thore Jacobsen,2827.0
947,Christoph Baumgartner,2827.0
948,David Otto,2827.0
1508,Giacomo Satalino,2827.0
2479,Randal Kolo Muani,2806.0
2480,Hakim El Mokeddem,2784.0
2481,Virgile Piechocki,2762.0
2482,Azzeddine Toufiqui,2740.0
2483,Sambou Sissoko,2719.0
2484,Killian Sanson,2697.0
2485,Boubakary Soumaré,2675.0
2486,Jules Keita,2675.0
2487,Makhtar Gueye,2653.0
2488,Sébastien Cibois,2653.0
488,Yan Valery,2639.0
487,Grady Diangana,2639.0
2489,Armand Laurienté,2632.0
2490,Antonin Bobichon,2588.0
2491,Mickaël Panos,2545.0
1989,Lluis López,2523.0
2492,Sami Ben Amar,2523.0
951,Marius Gersbeck,2479.0
2493,Arton Zekaj,2414.0
1510,Vitalie Damascan,2414.0
1509,Hamed Junior Traorè,2414.0
1990,Pedro Porro,2392.0
2494,Abdoulaye Dabo,2392.0
1511,Maxime Leverbe,2392.0
2495,Senou Coulibaly,2371.0
2497,Hervé Lybohy,2349.0
2496,Clément Depres,2349.0
952,Leonardo Balerdi,2349.0
1512,Dimitrios Nikolaou,2284.0
966,Ron-Thorben Hoffmann,2262.0
960,Jonathan Burkardt,2262.0
968,Stefan Posch,2262.0
965,Moritz Nicolas,2262.0
964,Lukas Mühl,2262.0
963,Linton Maina,2262.0
962,Leo Weinkauf,2262.0
961,Jonathan Klinsmann,2262.0
959,Jean-Manuel Mbom,2262.0
954,Alexander Meyer,2262.0
2498,Abou Ouattara,2262.0
953,Alexander Fuchs,2262.0
955,Constantin Frommann,2262.0
956,Fabian Bredlow,2262.0
957,Haji Wright,2262.0
958,Jannik Huth,2262.0
967,Sahverdi Cetin,2262.0
2499,Matthias Phaeton,2240.0
1991,Luca Zidane,2218.0
2501,Moataz Zemzemi,2197.0
2500,Duplexe Tchamba,2197.0
969,Patrice Kabuya,2175.0
2502,Djegui Koita,2175.0
970,Tobias Stirl,2175.0
972,Dennis Jastrzembski,2164.0
971,Ahmet Gürleyen,2164.0
1992,Juanjo Camacho,2164.0
2503,Youssouf Fofana,2142.0
2504,Ismaël Aaneba,2131.0
2505,William Saliba,2088.0
2506,Over Mandanda,2077.0
973,Phillip Menzel,2034.0
1514,Emanuel Vignato,2023.0
1518,Mehdi Léris,2023.0
1517,Lorenzo Polvani,2023.0
1516,Giacomo Raspadori,2023.0
1515,Francesco Cassata,2023.0
2508,Gaoussou Traoré,2023.0
1513,Adrian Semper,2023.0
1519,Sergej Grubac,2023.0
2507,Abdel Malik Hsissane,2023.0
1520,Strahinja Tanasijevic,2023.0
491,Ryan Inniss,1979.0
489,Luca de la Torre,1979.0
490,Morgan Gibbs-White,1979.0
2509,Alexandre Olliero,1957.0
2510,Mathieu Goncalves,1947.0
974,Eric Oelschlägel,1805.0
2511,Hicham Mahou,1773.0
2512,Kalidou Sidibé,1740.0
975,Kianz Froese,1729.0
2513,Benoît Badiashile,1729.0
492,Lucas Perri,1725.0
1993,Robin Le Normand,1696.0
976,Chima Okoroji,1696.0
977,Finn Dahmen,1696.0
2514,Sory Doumbouya,1675.0
2515,Yannis Clementia,1664.0
2516,Andrei Girotto,1642.0
2517,Quentin Braat,1631.0
2518,Reinildo Mandava,1631.0
1994,Óscar Rodríguez,1620.0
1995,Valery Fernández,1479.0
978,David Kopacz,1414.0
2519,Adil Taoui,1414.0
2520,Romain Cagnon,1403.0
2521,Edvinas Gertmonas,1392.0
979,Keven Schlotterbeck,1359.0
2522,Jérémie Porsan-Clemente,1305.0
2523,Rayan Aït Nouri,1294.0
980,Tuta,1283.0
2525,Valentín Vada,1283.0
2524,Evens Joseph,1283.0
2527,Gauthier Banaziak,1240.0
2526,Antonio Mance,1240.0
2528,Anthony Mandrea,1218.0
2529,Thomas Callens,1196.0
2530,Stefan Bajic,1164.0
981,Alexander Stolz,1131.0
982,Felix Schwarzholz,1131.0
983,Simon Rhein,1120.0
1996,Sergio Akieme,1087.0
984,Leandro Barreiro Martins,1087.0
2531,Bafodé Diakité,1087.0
1521,Samuele Perisan,1087.0
493,Jack Rose,1053.0
1997,Adrián Diéguez,1011.0
1522,Caio Vinicius Pirana,979.0
2533,Théo Vermot,979.0
2532,Ryan Bouallak,979.0
2534,Lévi Ntumba,957.0
1998,Kang-in Lee,935.0
494,Sean Longstaff,913.0
985,Florian Mayer,903.0
986,Michael Langer,903.0
2535,Louis Pelletier,881.0
2536,Nicolas Lemaître,859.0
1524,Riccardo Daga,805.0
1523,Andrea Pinamonti,805.0
495,Michael Obafemi,787.0
2537,Giulian Biancone,783.0
987,Jan Boller,761.0
2538,Manu García,750.0
988,Julian Krahl,707.0
989,Tim Wiesner,674.0
496,Dwight McNeil,660.0
990,Dennis Smarsch,652.0
1525,Filippo Perucchini,652.0
991,Dennis Lippert,620.0
992,Jozo Stanic,620.0
993,Benjamin Goller,598.0
2000,Samuel Chukwueze,587.0
1999,Borja Garcés,587.0
2001,Francisco Montero,565.0
1526,Fabrizio Bagheria,544.0
996,Romario Roesch,457.0
994,Georgios Siadas,457.0
995,Maurice Covic,457.0
997,Nils Stendera,413.0
998,Patrick Finger,413.0
999,Ahmed Kutucu,391.0
1527,Simone Ghidotti,283.0
2539,Valentin Gendrey,100.0
1001,John Yeboah,70.0
1000,Antonis Aidonis,70.0
1002,Leon Dajaku,70.0
